filename,det_thresh,max_age,iou_thresh,delta_t,avg_precision,avg_recall,total_IDsw,total_frames,runtime
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.3,9,0.4,3,0.8808846368849957,0.47500440214597517,244,7351,1.393047571182251
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.3,9,0.4,3,0.7273388756358347,0.6418031036518653,1039,7165,5.5356316566467285
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.3,9,0.4,3,0.7908724812842441,0.5987274700920457,1037,7165,4.766949415206909
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.3,9,0.4,3,0.7204862817249006,0.430493100065726,2292,10220,7.195148468017578
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.3,9,0.4,3,0.710288350339807,0.460473580289524,2836,10220,8.474102258682251
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.3,9,0.4,3,0.752328326641067,0.4499836317909918,1292,6890,4.726829290390015
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.3,9,0.4,3,0.7826285205892559,0.49371909138876097,1473,6890,5.355876445770264
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.3,9,0.4,3,0.8246871414628981,0.7814245565385879,571,14000,8.410693407058716
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.3,9,0.4,3,0.824952003940859,0.6699544489321012,265,14000,6.051291227340698
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.3,9,0.4,5,0.88799837610013,0.6734022537102788,390,6310,3.3386504650115967
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.3,9,0.4,5,0.8730197317476631,0.6708163679457794,178,6310,1.923020362854004
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.3,9,0.4,5,0.8465573484266339,0.29888454127357006,457,7351,2.2490813732147217
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.3,9,0.4,5,0.8808846368849957,0.47500440214597517,244,7351,1.3824434280395508
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.3,9,0.4,5,0.7272761765077113,0.6427508799021339,1035,7165,5.603732585906982
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.3,9,0.4,5,0.7908724812842441,0.5987274700920457,1037,7165,4.789528131484985
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.3,9,0.4,5,0.7204862817249006,0.430493100065726,2292,10220,7.282275676727295
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.3,9,0.4,5,0.710288350339807,0.460473580289524,2836,10220,8.366602182388306
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.3,9,0.4,5,0.752328326641067,0.4499836317909918,1292,6890,4.772178649902344
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.3,9,0.4,5,0.7826285205892559,0.49371909138876097,1473,6890,5.3107099533081055
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.3,9,0.4,5,0.8246871414628981,0.7814245565385879,571,14000,8.35072374343872
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.3,9,0.4,5,0.8323054219135244,0.6670808857137105,262,14000,6.23337984085083
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.3,9,0.5,1,0.9072741720038787,0.6476786159323117,401,6310,3.4575774669647217
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.3,9,0.5,1,0.8774234335713185,0.569534316663728,182,6310,1.990757942199707
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.3,9,0.5,1,0.872999125017482,0.29888454127357006,470,7351,2.0985560417175293
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.3,9,0.5,1,0.8710179571830122,0.3917783533701978,253,7351,1.39290189743042
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.3,9,0.5,1,0.7613218297709193,0.5526412910967522,1058,7165,5.565564870834351
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.3,9,0.5,1,0.8137249442989263,0.5658374488182581,1053,7165,4.7384560108184814
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.3,9,0.5,1,0.7295104705395908,0.4297798141480357,2290,10220,7.19270396232605
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.3,9,0.5,1,0.6991220893215292,0.44802289801847694,2837,10220,8.448296546936035
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.3,9,0.5,1,0.791394619884712,0.4438795583905704,1317,6890,4.647719860076904
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.3,9,0.5,1,0.8041855813209476,0.48702946802911556,1507,6890,5.116321325302124
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.3,9,0.5,1,0.8357039138141245,0.7679062978103809,586,14000,8.462464332580566
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.3,9,0.5,1,0.8540560788347704,0.6241126850338625,267,14000,6.012446403503418
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.3,9,0.5,3,0.9100459202539668,0.643292651020031,400,6310,3.2067883014678955
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.3,9,0.5,3,0.8774234335713185,0.569534316663728,182,6310,1.9286816120147705
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.3,9,0.5,3,0.8706650185707887,0.29888454127357006,471,7351,2.161602735519409
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.3,9,0.5,3,0.8710179571830122,0.3917783533701978,253,7351,1.393249750137329
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.3,9,0.5,3,0.7631383957124275,0.5594498037472468,1054,7165,5.666871547698975
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.3,9,0.5,3,0.811540961419797,0.5686367986992804,1055,7165,4.722122669219971
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.3,9,0.5,3,0.7276291667154676,0.43034478589944813,2292,10220,7.310081243515015
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.3,9,0.5,3,0.6999188449763415,0.4503460020675102,2837,10220,8.348794221878052
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.3,9,0.5,3,0.786215781136876,0.4431890070512297,1322,6890,4.806457042694092
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.3,9,0.5,3,0.8041855813209476,0.48702946802911556,1507,6890,5.185551643371582
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.3,9,0.5,3,0.8357039138141245,0.7679062978103809,586,14000,8.232054233551025
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.3,9,0.5,3,0.8419317568876014,0.6269862482522534,270,14000,6.063303470611572
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.3,9,0.5,5,0.9101248798266656,0.6389066861077503,399,6310,3.1666486263275146
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.3,9,0.5,5,0.8774234335713185,0.569534316663728,182,6310,1.8892443180084229
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.3,9,0.5,5,0.872999125017482,0.29888454127357006,470,7351,2.054337501525879
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.3,9,0.5,5,0.8710179571830122,0.3917783533701978,253,7351,1.339402198791504
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.3,9,0.5,5,0.7631383957124275,0.5594498037472468,1054,7165,5.510498523712158
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.3,9,0.5,5,0.811540961419797,0.5686367986992804,1055,7165,4.9361937046051025
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.3,9,0.5,5,0.7276291667154676,0.43034478589944813,2292,10220,7.180190324783325
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.3,9,0.5,5,0.6999188449763415,0.4503460020675102,2837,10220,8.557754278182983
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.3,9,0.5,5,0.786215781136876,0.4431890070512297,1322,6890,4.827462434768677
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.3,9,0.5,5,0.8041855813209476,0.48702946802911556,1507,6890,5.146743297576904
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.3,9,0.5,5,0.8357039138141245,0.7679062978103809,586,14000,8.349280834197998
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.3,9,0.5,5,0.848521951034479,0.6241126850338625,267,14000,6.019514083862305
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.3,9,0.6,1,0.9289669737611047,0.6449229484444112,417,6310,3.2376346588134766
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.3,9,0.6,1,0.8979174235982958,0.5469850998414986,186,6310,1.9531512260437012
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.3,9,0.6,1,0.8686873883826964,0.19878585218870226,505,7351,2.2095208168029785
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.3,9,0.6,1,0.8800783171117296,0.34564272751284436,275,7351,1.433638334274292
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.3,9,0.6,1,0.8219391441908981,0.5105830064192429,1148,7165,5.589426755905151
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.3,9,0.6,1,0.849853927224688,0.5360390883001046,1126,7165,4.857567071914673
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.3,9,0.6,1,0.7351874390050565,0.39834133378592346,2320,10220,7.354581594467163
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.3,9,0.6,1,0.7146443623745482,0.44231851420784524,2883,10220,8.580230236053467
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.3,9,0.6,1,0.8209924111597228,0.4262159644102082,1342,6890,4.737807273864746
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.3,9,0.6,1,0.8233258203611653,0.4754911237741759,1545,6890,5.092655658721924
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.3,9,0.6,1,0.8836338872249778,0.6983517046360108,636,14000,8.46815800666809
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.3,9,0.6,1,0.8899665157877518,0.5476161973198609,313,14000,6.136096954345703
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.3,9,0.6,3,0.9311024330704557,0.6405369835321305,416,6310,3.3031156063079834
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.3,9,0.6,3,0.8979174235982958,0.5469850998414986,186,6310,1.9502003192901611
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.3,9,0.6,3,0.8689653039414624,0.19882185306213881,503,7351,2.16233229637146
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.3,9,0.6,3,0.8801017205156266,0.3463271902096274,275,7351,1.417447805404663
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.3,9,0.6,3,0.8177097166421924,0.5090398995709455,1140,7165,5.781535625457764
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.3,9,0.6,3,0.848968043008715,0.5293172024852344,1125,7165,4.930386066436768
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.3,9,0.6,3,0.7383775975003911,0.39834133378592346,2320,10220,7.34729528427124
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.3,9,0.6,3,0.7132727641328388,0.44234960873520845,2877,10220,8.3881676197052
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.3,9,0.6,3,0.8190485933559044,0.4271294684945488,1344,6890,4.634403705596924
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.3,9,0.6,3,0.8233258203611653,0.4754911237741759,1545,6890,5.1140968799591064
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.3,9,0.6,3,0.8836338872249778,0.6983517046360108,636,14000,8.397650003433228
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.3,9,0.6,3,0.8729554145898613,0.542037156943142,306,14000,6.157467365264893
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.3,9,0.6,5,0.9311402968713856,0.6361510186198498,415,6310,3.1892893314361572
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.3,9,0.6,5,0.8979174235982958,0.5469850998414986,186,6310,1.8945775032043457
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.3,9,0.6,5,0.8688395087176993,0.19815708308764268,504,7351,2.1666078567504883
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.3,9,0.6,5,0.8800783171117296,0.34564272751284436,275,7351,1.3944246768951416
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.3,9,0.6,5,0.8177097166421924,0.5090398995709455,1140,7165,5.554182291030884
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.3,9,0.6,5,0.848968043008715,0.5293172024852344,1125,7165,4.840752363204956
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.3,9,0.6,5,0.73838857776743,0.39834133378592346,2322,10220,7.289172887802124
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.3,9,0.6,5,0.7152755655465572,0.4422011433158265,2880,10220,8.558484077453613
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.3,9,0.6,5,0.8171795733672186,0.4271294684945488,1344,6890,4.826253652572632
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.3,9,0.6,5,0.8233258203611653,0.4754911237741759,1545,6890,5.260979175567627
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.3,9,0.6,5,0.8836338872249778,0.6983517046360108,636,14000,8.413570165634155
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.3,9,0.6,5,0.8729554145898613,0.542037156943142,306,14000,5.953580617904663
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.3,9,0.7,1,0.9384868657644924,0.6523618029966806,432,6310,3.3406550884246826
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.3,9,0.7,1,0.9311919612215527,0.6001989203264284,210,6310,1.946110486984253
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.3,9,0.7,1,0.886640283426927,0.20468094562418737,572,7351,2.3191018104553223
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.3,9,0.7,1,0.8918360494799282,0.2736002122497048,313,7351,1.4905264377593994
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.3,9,0.7,1,0.8490998056205502,0.477125501484572,1250,7165,5.666255950927734
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.3,9,0.7,1,0.8618112882511814,0.40713243664726934,1264,7165,4.864436388015747
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.3,9,0.7,1,0.7627185554568519,0.37835943250436826,2429,10220,7.449609756469727
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.3,9,0.7,1,0.7601834859085577,0.44646254159854787,3016,10220,8.597320795059204
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.3,9,0.7,1,0.8660628356526104,0.41862145949096136,1436,6890,4.846003293991089
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.3,9,0.7,1,0.845160239093528,0.44656356108611206,1592,6890,5.2026121616363525
