filename,track_thresh,match_thresh,track_buffer,avg_precision,avg_recall,total_IDsw,total_frames,runtime
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.7,9,0.9797564410651611,0.5529060177748846,323,10220,7.4517059326171875
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.7,9,0.9793400823108092,0.6304459554518074,116,6890,4.233392000198364
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.7,9,0.9755549505779862,0.7131772092564509,68,6890,4.584857940673828
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.7,9,0.9473399945989738,0.823545825795069,35,14000,7.969110012054443
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.7,9,0.9657695916251049,0.7270717635081276,47,14000,5.773052453994751
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.8,9,0.9707983193277312,0.6731256948268377,54,6310,2.9400641918182373
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.8,9,0.9568014705882353,0.701283936460636,57,6310,1.7754430770874023
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.8,9,0.9905821917808219,0.3418172212406403,144,7351,1.914043664932251
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.25,0.8,9,0.9816216216216216,0.6547468150710545,58,7351,1.2972559928894043
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.25,0.8,9,0.9790096943299932,0.8583912037987212,75,7165,5.110202789306641
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.25,0.8,9,0.9712098019240777,0.8454381266984041,87,7165,4.449279069900513
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.25,0.8,9,0.9875622599382751,0.6193190694398039,363,10220,6.613654136657715
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.8,9,0.9742657924558298,0.5521073303127095,311,10220,7.51181435585022
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.8,9,0.9783925467188179,0.6364035098883575,112,6890,4.234042167663574
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.8,9,0.9695601035050577,0.7241552531686265,64,6890,4.629482269287109
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.8,9,0.9449463579898363,0.8239574631823666,35,14000,8.39660906791687
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.8,9,0.9661483795038928,0.7270717635081276,45,14000,5.72496485710144
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.8,9,0.9707983193277312,0.6731256948268377,54,6310,2.9805824756622314
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.8,9,0.9568014705882353,0.701283936460636,57,6310,1.7581474781036377
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.8,9,0.9905821917808219,0.3418172212406403,144,7351,1.9031662940979004
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.25,0.8,9,0.9816216216216216,0.6547468150710545,58,7351,1.2365057468414307
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.25,0.8,9,0.9790096943299932,0.8583912037987212,75,7165,5.131119012832642
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.25,0.8,9,0.9712098019240777,0.8454381266984041,87,7165,4.318342447280884
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.25,0.8,9,0.9875622599382751,0.6193190694398039,363,10220,6.584517955780029
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.8,9,0.9742657924558298,0.5521073303127095,311,10220,7.426753282546997
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.8,9,0.9783925467188179,0.6364035098883575,112,6890,4.200201749801636
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.8,9,0.9695601035050577,0.7241552531686265,64,6890,4.527059555053711
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.8,9,0.9449463579898363,0.8239574631823666,35,14000,7.760579347610474
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.8,9,0.9661483795038928,0.7270717635081276,45,14000,5.691980838775635
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.9,9,0.9646849593495935,0.7130693038493942,54,6310,2.9853875637054443
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.9,9,0.9546667457305502,0.7221172697939694,53,6310,1.751091480255127
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.9,9,0.9902331442974165,0.3240341744119503,139,7351,1.8917701244354248
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.25,0.9,9,0.9795396419437341,0.6814408602455925,54,7351,1.253953218460083
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.25,0.9,9,0.9775051919818304,0.8659012816605579,71,7165,5.1038291454315186
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.25,0.9,9,0.9688501136196809,0.8473366108353262,81,7165,4.320661783218384
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.25,0.9,9,0.9876045267353001,0.6227980825826449,349,10220,6.5515289306640625
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.9,9,0.9730964135595577,0.564718897172064,304,10220,7.443901300430298
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.9,9,0.9771187797503587,0.6364035098883575,104,6890,4.167456388473511
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.9,9,0.9658155416669348,0.7236783814471196,64,6890,4.529426336288452
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.9,9,0.9449463579898363,0.8239574631823666,35,14000,7.887634515762329
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.9,9,0.9661483795038928,0.7270717635081276,45,14000,5.641406059265137
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.5,18,0.975868725868726,0.63922435200756,64,6310,3.015852451324463
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.5,18,0.9635192217912806,0.5808938227389324,73,6310,1.7484042644500732
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.5,18,0.9937973086627417,0.22266175832432689,208,7351,1.9015660285949707
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.25,0.5,18,0.9918367346938776,0.428621972104595,119,7351,1.239290714263916
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.25,0.5,18,0.9782687001839362,0.7635545146047391,112,7165,5.0885539054870605
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.25,0.5,18,0.9850267172913355,0.7978786007615081,142,7165,4.305793762207031
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.25,0.5,18,0.9893697285719206,0.582820100995978,430,10220,6.588717937469482
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.5,18,0.9831701501613191,0.562202663674429,342,10220,7.5319907665252686
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.5,18,0.9837315843192587,0.5258149590692546,205,6890,4.234604835510254
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.5,18,0.9885803105470008,0.6915394655317358,131,6890,4.613003730773926
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.5,18,0.9673864147548359,0.7958911149657939,66,14000,7.822688817977905
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.5,18,0.980883322346737,0.6405010860131992,67,14000,5.7303626537323
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.6,18,0.9654017345019043,0.6727446847729168,51,6310,3.0059642791748047
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.6,18,0.9469576017368154,0.6364869279136276,58,6310,1.7360069751739502
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.6,18,0.9918032786885246,0.3192736127595545,169,7351,1.9493927955627441
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.25,0.6,18,0.9901639344262294,0.5805706553895994,92,7351,1.229445219039917
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.25,0.6,18,0.9664329620151538,0.8211532315889628,80,7165,5.130237102508545
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.25,0.6,18,0.9775919639569902,0.8684859139224606,89,7165,4.391579866409302
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.25,0.6,18,0.9854210098927335,0.6264975484136623,369,10220,6.5419416427612305
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.6,18,0.9738757177011527,0.5614040443419303,271,10220,7.457895755767822
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.6,18,0.9808543489449304,0.5716518403763137,129,6890,4.273818492889404
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.6,18,0.9722849084405466,0.669950703690659,88,6890,4.627384185791016
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.6,18,0.9488095238095239,0.8229750923308133,39,14000,7.808664798736572
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.6,18,0.9758403361344538,0.7198233001296797,53,14000,5.655895233154297
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.7,18,0.957051282051282,0.6796536202092486,38,6310,2.988253116607666
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.7,18,0.9484749235603873,0.704061714238414,48,6310,1.7679009437561035
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.7,18,0.9905780494015789,0.3404156795447748,153,7351,1.9175658226013184
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.25,0.7,18,0.9867021276595744,0.6547468150710545,70,7351,1.2507472038269043
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.25,0.7,18,0.9606470906500687,0.8289142956646416,71,7165,6.322837591171265
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.25,0.7,18,0.971753843296613,0.8686839054532718,76,7165,4.561698913574219
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.25,0.7,18,0.9819139843778215,0.6391264337769742,327,10220,6.590992212295532
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.7,18,0.9684260830059154,0.5691660074361797,234,10220,7.699180603027344
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.7,18,0.9686507665378149,0.6427826995899502,94,6890,4.269379377365112
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.7,18,0.9746119504200731,0.7196296926042035,64,6890,4.5931408405303955
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.7,18,0.9473399945989738,0.823545825795069,35,14000,7.887743234634399
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.7,18,0.9610340987635358,0.7837817381155021,40,14000,5.67998480796814
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.8,18,0.957051282051282,0.6796536202092486,38,6310,2.996767520904541
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.8,18,0.9469866071428571,0.7123950475717473,46,6310,1.9008266925811768
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.8,18,0.9892949427833149,0.32263263271608483,137,7351,2.0506057739257812
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.25,0.8,18,0.9751001001001001,0.6547468150710545,57,7351,1.2260808944702148
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.25,0.8,18,0.9756050661470619,0.8659654033368656,63,7165,5.138106822967529
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.25,0.8,18,0.9665814341855162,0.8736020971553558,75,7165,4.432962417602539
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.25,0.8,18,0.9810578975421236,0.649231415349689,308,10220,6.573879718780518
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.8,18,0.9609261474145735,0.5687655128818374,227,10220,7.5036845207214355
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.8,18,0.9657394927591599,0.7031498120260063,80,6890,4.34041166305542
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.8,18,0.9663290010193681,0.7306077365163791,58,6890,4.638205289840698
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.8,18,0.9565589449310379,0.8416289808538843,33,14000,7.93219256401062
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.8,18,0.9615379053018251,0.7842700193655021,38,14000,5.763655662536621
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.8,18,0.957051282051282,0.6796536202092486,38,6310,3.0043423175811768
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.8,18,0.9469866071428571,0.7123950475717473,46,6310,1.7475864887237549
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.8,18,0.9892949427833149,0.32263263271608483,137,7351,1.9137911796569824
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.25,0.8,18,0.9751001001001001,0.6547468150710545,57,7351,1.2554469108581543
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.25,0.8,18,0.9756050661470619,0.8659654033368656,63,7165,5.137390851974487
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.25,0.8,18,0.9665814341855162,0.8736020971553558,75,7165,4.364308834075928
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.25,0.8,18,0.9810578975421236,0.649231415349689,308,10220,6.603718280792236
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.8,18,0.9609261474145735,0.5687655128818374,227,10220,7.501753568649292
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.8,18,0.9657394927591599,0.7031498120260063,80,6890,4.18954610824585
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.8,18,0.9663290010193681,0.7306077365163791,58,6890,4.558942794799805
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.8,18,0.9565589449310379,0.8416289808538843,33,14000,7.884435653686523
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.8,18,0.9615379053018251,0.7842700193655021,38,14000,5.770991325378418
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.9,18,0.9484051724137931,0.719597229231805,38,6310,2.976475477218628
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.9,18,0.9437539623837701,0.7332283809050806,42,6310,1.7621893882751465
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.9,18,0.9869231257538246,0.32263263271608483,132,7351,1.8942980766296387
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.25,0.9,18,0.9763948957307412,0.6814408602455925,53,7351,1.2533280849456787
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.25,0.9,18,0.9718265885641224,0.8734754811987023,57,7165,5.154309272766113
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.25,0.9,18,0.9633582250807499,0.8755005812922777,69,7165,4.31029748916626
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.25,0.9,18,0.9806787842419367,0.650168622472463,299,10220,6.5732409954071045
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.9,18,0.9595754118852643,0.5843537490895427,221,10220,7.463470935821533
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.9,18,0.9632622279681102,0.7032360784166205,72,6890,4.19531774520874
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.9,18,0.9633634302163041,0.7301308647948722,58,6890,4.649982690811157
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.9,18,0.9565589449310379,0.8416289808538843,33,14000,7.92903733253479
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.9,18,0.9615379053018251,0.7842700193655021,38,14000,5.729615688323975
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.5,27,0.9753599114064231,0.6584551212383292,62,6310,2.9940907955169678
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.5,27,0.9611933624801271,0.5827421201726425,69,6310,1.7947111129760742
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.5,27,0.9933309933309933,0.22681113591768795,199,7351,2.05326771736145
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam0.json,0.25,0.5,27,0.9918367346938776,0.428621972104595,120,7351,1.3235974311828613
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam0.json,0.25,0.5,27,0.9763484134243299,0.7635545146047391,108,7165,5.194366693496704
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_5_post_cam1.json,0.25,0.5,27,0.9846594297386679,0.7978786007615081,138,7165,4.291888952255249
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam1.json,0.25,0.5,27,0.9882561053390853,0.6069143714067715,398,10220,6.610229015350342
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_1_post_cam0.json,0.25,0.5,27,0.98506325922732,0.562202663674429,331,10220,7.491960048675537
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam1.json,0.25,0.5,27,0.9831496080226078,0.544322735998003,200,6890,4.233350515365601
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_lunch_2_post_cam0.json,0.25,0.5,27,0.9882695171592151,0.7130041119963823,129,6890,4.578855276107788
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam0.json,0.25,0.5,27,0.9757954381014398,0.7965751733182252,59,14000,7.829920768737793
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_breakfast_1_post_cam1.json,0.25,0.5,27,0.9684574509219059,0.6405010860131992,64,14000,5.844922780990601
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam0.json,0.25,0.6,27,0.9637557382299563,0.7023921206703526,47,6310,3.2281312942504883
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-11_dinner_1_post_cam1.json,0.25,0.6,27,0.9428699712643679,0.6383352253473377,54,6310,1.876030445098877
/mnt/drv8tb/tempo_remapped/export_output_path/2021-11-10_supper_1_post_cam1.json,0.25,0.6,27,0.9912280701754386,0.3234229903529155,161,7351,1.9376733303070068
